"indicator_id","indicator","unit","indicator_desc","source_org","source_id","source"
"fing2p.t.d.2","Received government payments, male (% age 15+)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, male (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"fing2p.t.d.3","Received government payments, young (% ages 15-24)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, young (% ages 15-24)","Global Findex database",28,"Global Financial Inclusion"
"fing2p.t.d.4","Received government payments, older (% age 25+)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, older (% age 25+)","Global Findex database",28,"Global Financial Inclusion"
"fing2p.t.d.5","Received government payments, primary education or less (% ages 15+)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, primary education or less (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"fing2p.t.d.6","Received government payments, secondary education or more (% ages 15+)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, secondary education or more (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"fing2p.t.d.7","Received government payments, income, poorest 40% (% ages 15+)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, poorest 40% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"fing2p.t.d.8","Received government payments, income, richest 60% (% ages 15+)",NA,"The percentage of respondents who report personally receiving any payment from the government (government transfers, public sector pension, or public sector wages) in the past year. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It also includes pension payments from the government, military, or public sector as well as wages from employment in the government, military, or public sector, richest 60% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"FM.AST.DOMS.CN","Net domestic credit (current LCU)",NA,"Net domestic credit is the sum of net claims on the central government and claims on other sectors of the domestic economy (IFS line 32). Data are in current local currency.","International Monetary Fund, International Financial Statistics and data files.",2,"World Development Indicators"
"FM.AST.NFRG.CN","Net foreign assets (current LCU)",NA,"Net foreign assets are the sum of foreign assets held by monetary authorities and deposit money banks, less their foreign liabilities. Data are in current local currency.","International Monetary Fund, International Financial Statistics and data files.",2,"World Development Indicators"
"FM.AST.PRVT.GD.ZS","Monetary Sector credit to private sector (% GDP)",NA,"Domestic credit to private sector refers to financial resources provided to the private sector, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",2,"World Development Indicators"
"FP.CPI.TOTL","Consumer price index (2010 = 100)",NA,"Consumer price index reflects changes in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used. Data are period averages.","International Monetary Fund, International Financial Statistics and data files.",2,"World Development Indicators"
"FP.CPI.TOTL.ZG","Inflation, consumer prices (annual %)",NA,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.","International Monetary Fund, International Financial Statistics and data files.",2,"World Development Indicators"
"FS.AST.CGOV.GD.ZS","Claims on central government, etc. (% GDP)",NA,"Claims on central government (IFS line 52AN or 32AN) include loans to central government institutions net of deposits.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",2,"World Development Indicators"
"FS.AST.PRVT.GD.ZS","Domestic credit to private sector (% of GDP)",NA,"Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. The financial corporations include monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",2,"World Development Indicators"
"FX.OWN.TOTL.40.ZS","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (poorest 40%, share of population ages 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.60.ZS","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.FE.ZS","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (female, % age 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.MA.ZS","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (male, % age 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.OL.ZS","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (older adults, % of population ages 25+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.PL.ZS","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.SO.ZS","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (secondary education or more, % of population ages 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.YG.ZS","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (young adults, % of population ages 15-24).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"FX.OWN.TOTL.ZS","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)",NA,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (% age 15+).","Global Findex Database, World Bank (https://www.worldbank.org/en/publication/globalfindex).",2,"World Development Indicators"
"g20.made.t.d","Made a digital payment (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year.","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.1","Made a digital payment, female (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, female (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.11","Made a digital payment, out of labor force (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, out of labor force (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.12","Made a digital payment, in labor force (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, in labor force (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.2","Made a digital payment, male (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, male (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.3","Made a digital payment, young (% ages 15-24)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, young (% ages 15-24)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.4","Made a digital payment, older (% age 25+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, older (% age 25+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.5","Made a digital payment, primary education or less (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, primary education or less (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.6","Made a digital payment, secondary education or more (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, secondary education or more (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.7","Made a digital payment, income, poorest 40% (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, poorest 40% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.made.t.d.8","Made a digital payment, income, richest 60% (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account; or who report using the internet to pay bills or to buy something online or in a store in the past year. This includes respondents who report paying bills or sending remittances directly from a financial institution account or through a mobile money account in the past year, richest 60% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d","Received digital payments (% age 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year.","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.1","Received digital payments, female (% age 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, female (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.11","Received digital payments, out of labor force (% age 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, out of labor force (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.12","Received digital payments, in labor force (% age 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, in labor force (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.2","Received digital payments, male (% age 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, male (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.3","Received digital payments, young (% ages 15-24)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, young (% ages 15-24)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.4","Received digital payments, older (% age 25+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, older (% age 25+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.5","Received digital payments, primary education or less (% ages 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, primary education or less (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.6","Received digital payments, secondary education or more (% ages 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, secondary education or more (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.7","Received digital payments, income, poorest 40% (% ages 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, poorest 40% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.receive.t.d.8","Received digital payments, income, richest 60% (% ages 15+)",NA,"The percentage of respondents who report using a mobile money account, a debit or credit card, or a mobile phone to receive a payment into an account in the past year. This includes respondents who report receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly into a financial institution account or into a mobile money account in the past year, richest 60% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d","Made or received a digital payment (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year.","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.1","Made or received a digital payment, female (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, female (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.11","Made or received a digital payment, out of labor force (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, out of labor force (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.12","Made or received a digital payment, in labor force (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, in labor force (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.2","Made or received a digital payment, male (% age 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, male (% age 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.3","Made or received a digital payment, young (% ages 15-24)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, young (% ages 15-24)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.4","Made or received a digital payment, older (% age 25+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, older (% age 25+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.5","Made or received a digital payment, primary education or less (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, primary education or less (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.6","Made or received a digital payment, secondary education or more (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, secondary education or more (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.7","Made or received a digital payment, income, poorest 40% (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, poorest 40% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20.t.d.8","Made or received a digital payment, income, richest 60% (% ages 15+)",NA,"The percentage of respondents who report using mobile money, a debit or credit card, or a mobile phone to make a payment from an account--or report using the internet to pay bills or to buy something online or in a store--in the past year. This includes respondents who report paying bills, sending or receiving remittances, receiving payments for agricultural products, receiving government transfers, receiving wages, or receiving a public sector pension directly from or into a financial institution account or through a mobile money account in the past year, richest 60% (% ages 15+)","Global Findex database",28,"Global Financial Inclusion"
"g20_t","Made or received digital payments in the past year (% age 15+)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_1","Made or received digital payments in the past year, female (% age 15+)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_2","Made or received digital payments in the past year, male (% age 15+)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_3","Made or received digital payments in the past year, income, poorest 40% (% age 15+)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_4","Made or received digital payments in the past year, income, richest 60% (% age 15+)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_5","Made or received digital payments in the past year (% ages 15-34)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_6","Made or received digital payments in the past year (% ages 35-59)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"g20_t_7","Made or received digital payments in the past year (% age 60+)",NA,NA,NA,33,"G20 Financial Inclusion Indicators"
"GB.XPD.RSDV.GD.ZS","Research and development expenditure (% of GDP)",NA,"Gross domestic expenditures on research and development (R&D), expressed as a percent of GDP. They include both capital and current expenditures in the four main sectors: Business enterprise, Government, Higher education and Private non-profit. R&D covers basic research, applied research, and experimental development.","UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed October 24, 2022. https://apiportal.uis.unesco.org/bdds.",2,"World Development Indicators"
"GC.AST.TOTL.CN","Net acquisition of financial assets (current LCU)",NA,"Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.AST.TOTL.GD.ZS","Net acquisition of financial assets (% of GDP)",NA,"Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.DOD.TOTL.CN","Central government debt, total (current LCU)",NA,"Debt is the entire stock of direct government fixed-term contractual obligations to others outstanding on a particular date. It includes domestic and foreign liabilities such as currency and money deposits, securities other than shares, and loans. It is the gross amount of government liabilities reduced by the amount of equity and financial derivatives held by the government. Because debt is a stock rather than a flow, it is measured as of a given date, usually the last day of the fiscal year.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.DOD.TOTL.GD.ZS","Central government debt, total (% of GDP)",NA,"Debt is the entire stock of direct government fixed-term contractual obligations to others outstanding on a particular date. It includes domestic and foreign liabilities such as currency and money deposits, securities other than shares, and loans. It is the gross amount of government liabilities reduced by the amount of equity and financial derivatives held by the government. Because debt is a stock rather than a flow, it is measured as of a given date, usually the last day of the fiscal year.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",2,"World Development Indicators"
"GC.LBL.TOTL.CN","Net incurrence of liabilities, total (current LCU)",NA,"Net incurrence of government liabilities includes foreign financing (obtained from nonresidents) and domestic financing (obtained from residents), or the means by which a government provides financial resources to cover a budget deficit or allocates financial resources arising from a budget surplus. The net incurrence of liabilities should be offset by the net acquisition of financial assets.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.LBL.TOTL.GD.ZS","Net incurrence of liabilities, total (% of GDP)",NA,"Net incurrence of government liabilities includes foreign financing (obtained from nonresidents) and domestic financing (obtained from residents), or the means by which a government provides financial resources to cover a budget deficit or allocates financial resources arising from a budget surplus. The net incurrence of liabilities should be offset by the net acquisition of financial assets.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.NFN.TOTL.CN","Net investment in nonfinancial assets (current LCU)",NA,"Net investment in government nonfinancial assets includes fixed assets, inventories, valuables, and nonproduced assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. Net investment in nonfinancial assets also includes consumption of fixed capital.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.NFN.TOTL.GD.ZS","Net investment in nonfinancial assets (% of GDP)",NA,"Net investment in government nonfinancial assets includes fixed assets, inventories, valuables, and nonproduced assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. Net investment in nonfinancial assets also includes consumption of fixed capital.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.NLD.TOTL.CN","Net lending (+) / net borrowing (-) (current LCU)",NA,"Net lending (+) / net borrowing (–) equals government revenue minus expense, minus net investment in nonfinancial assets. It is also equal to the net result of transactions in financial assets and liabilities. Net lending/net borrowing is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.NLD.TOTL.GD.ZS","Net lending (+) / net borrowing (-) (% of GDP)",NA,"Net lending (+) / net borrowing (–) equals government revenue minus expense, minus net investment in nonfinancial assets. It is also equal to the net result of transactions in financial assets and liabilities. Net lending/net borrowing is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.REV.GOTR.CN","Grants and other revenue (current LCU)",NA,"Grants and other revenue include grants from other foreign governments, international organizations, and other government units; interest; dividends; rent; requited, nonrepayable receipts for public purposes (such as fines, administrative fees, and entrepreneurial income from government owner­ship of property); and voluntary, unrequited, nonrepayable receipts other than grants.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.REV.GOTR.ZS","Grants and other revenue (% of revenue)",NA,"Grants and other revenue include grants from other foreign governments, international organizations, and other government units; interest; dividends; rent; requited, nonrepayable receipts for public purposes (such as fines, administrative fees, and entrepreneurial income from government owner­ship of property); and voluntary, unrequited, nonrepayable receipts other than grants.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.REV.SOCL.CN","Social contributions (current LCU)",NA,"Social contributions include social security contributions by employees, employers, and self-employed individuals, and other contributions whose source cannot be determined. They also include actual or imputed contributions to social insurance schemes operated by governments.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
"GC.REV.SOCL.ZS","Social contributions (% of revenue)",NA,"Social contributions include social security contributions by employees, employers, and self-employed individuals, and other contributions whose source cannot be determined. They also include actual or imputed contributions to social insurance schemes operated by governments.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",2,"World Development Indicators"
