"Phylum","Class","Geographic_region","Sector","Environment","Cost","Country","Type_of_cost","Group"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",310401.71,"Bhutan","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",669205.04,"Brunei Darussalam","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",17403539.96,"Cambodia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",562057.79,"Cambodia","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",3282987.27,"India","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",13939033.11,"India","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",567406043.44,"India","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",15368561.02,"India","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",340035077.6,"Indonesia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",1766073.85,"Indonesia","Damage","Arthropods"
"Arthropoda","Insecta","Europe","Mixed","Terrestrial",672433.16,"Italy","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",5358901.39,"Lao People's Democratic Republic","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",149507371.21,"Malaysia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",134654366.33,"Malaysia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",17442839.01,"Malaysia","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",82566288.84,"Malaysia","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",15231780.2,"Myanmar","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",71358810.76,"Philippines","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",85049016.4,"Philippines","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",41736084.39,"Singapore","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",70592714.38,"Singapore","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",16211264.15,"Singapore","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",94575.76,"Thailand","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",19170339.34,"Thailand","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",151755602.36,"Thailand","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",12772512.15,"Thailand","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",305170126.18,"Thailand","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",34516288.96,"Thailand","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",381951.93,"Timor-Leste","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",24677462.07,"Viet Nam","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",7584416.38,"Viet Nam","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",66833155.42,"Viet Nam","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",49730872.95,"Thailand","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",9571004.18,"Argentina","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",17208457.7,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",8569136.68,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","Oceania","Mixed","Terrestrial",138959.12,"Australia","Mixed","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",144771.49,"Belize","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",814439.26,"Belize","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",402143.03,"Bolivia, Plurinational State of","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",43592592.66,"Bolivia, Plurinational State of","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",69971910.96,"Brazil","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",94249176.84,"Brazil","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",956987710.38,"Brazil","Damage","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",693753.52,"Canada","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",19302.87,"Chile","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",7067815.99,"Chile","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",76206359.12,"Colombia","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",43261685.38,"Colombia","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1075580347.65,"Colombia","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",5807733.6,"Colombia","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",208002021.76,"Colombia","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",2412858.2,"Costa Rica","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",12400317.56,"Costa Rica","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",115921276.69,"Cuba","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",1556113.02,"Dominican Republic","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1664040.52,"Ecuador","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",65747113.83,"Ecuador","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",1608572.13,"El Salvador","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",17638005.58,"El Salvador","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",3378001.48,"Guatemala","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",38016876.27,"Guatemala","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",1608572.13,"Honduras","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",19972885.88,"Honduras","Damage","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",4825716.4,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",321737991.35,"Mexico","Damage","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",85754675.19,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",804286.07,"Nicaragua","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",15750763.02,"Nicaragua","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",14412900.93,"Nicaragua","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",2081492.34,"Panama","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",14845701.72,"Panama","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",9651580.72,"Panama","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",297585.84,"Paraguay","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",2522877.38,"Paraguay","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1930286.56,"Peru","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",132916340.07,"Peru","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",2108598.52,"Peru","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",20573081.55,"United States","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",29413492.6,"United States","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1461965.26,"Suriname","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",16085.72,"Uruguay","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1486796.53,"Uruguay","Damage","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",6355211.07,"United States","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",127897460.61,"Venezuela, Bolivarian Republic of","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",30075091.73,"Malaysia","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",31493728.13,"Thailand","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",9106903.28,"United States","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",48747441.08,"Brazil","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",397314189.13,"Brazil","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",111008069.26,"Colombia","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",290725398.46,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",88911676.33,"Malaysia","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",157305273.5,"Philippines","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",61028132.86,"Thailand","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",195499848.46,"United States","Management","Arthropods"
"Arthropoda","Insecta","Europe","Mixed","Terrestrial",550635.74,"Spain","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",571547693.39,"India","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",262043559.1,"United States","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",59605352.51,"Malaysia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",671251.46,"Cambodia","Management","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",51761313.63,"Colombia","Damage","Arthropods"
"Arthropoda","Insecta","South America","Authorities-Stakeholders","Terrestrial",3885984.51,"Colombia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",1383886.24,"Maldives","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",1237246.98,"Maldives","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",120897.34,"Maldives","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",1216724.6,"Maldives","Damage","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",24128263.78,"Mexico","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",10675000,"Brazil","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",489020.41,"China","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",127879387.59,"Thailand","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",3684700.22,"Cambodia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",4569258.89,"Cambodia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Public and Social Welfare","Terrestrial",3236453.54,"Indonesia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",514890.34,"Indonesia","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",2876847.59,"Viet Nam","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Public and Social Welfare","Terrestrial",2615315.99,"Viet Nam","Damage","Arthropods"
"Arthropoda","Insecta","South America","Public and Social Welfare","Terrestrial",1716301.12,"Peru","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1078817.85,"Peru","Management","Arthropods"
"Arthropoda","Insecta","Central America","Public and Social Welfare","Terrestrial",1495088.98,"Dominican Republic","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",54485749.85,"Singapore","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",4912637.28,"United States","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",9301939.36,"United States","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Public and Social Welfare","Terrestrial",20786606.01,"United States","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",8220691.64,"United States","Management","Arthropods"
"Arthropoda","Insecta","Central America","Mixed","Terrestrial",110529589.41,"Cuba","Damage","Arthropods"
"Arthropoda","Insecta","Central America","Public and Social Welfare","Terrestrial",51221029.24,"Cuba","Damage","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",18416183.45,"Colombia","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",8057484.62,"Thailand","Management","Arthropods"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",892335.42,"Thailand","Management","Arthropods"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",8941.55,"Spain","Management","Vertebrates"
"Arthropoda","Insecta","North America","Authorities-Stakeholders","Terrestrial",44942.88,"Mexico","Management","Arthropods"
"Mixed","Mixed","North America","Authorities-Stakeholders","Mixed",133750,"Mexico","Management",NA
"Arthropoda","Insecta","North America","Health","Terrestrial",4333.33,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Health","Terrestrial",20000,"Mexico","Management","Arthropods"
"Arthropoda","Arachnida","North America","Health","Terrestrial",41500,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Health","Terrestrial",13000,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",2592.89,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",117.72,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",0.78,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",11.44,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",1610.34,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",1229.03,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",301.03,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",0.33,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",241.09,"Mexico","Management","Arthropods"
"Arthropoda","Insecta","North America","Mixed","Terrestrial",26122782.36,"Mexico","Damage","Arthropods"
"Arthropoda","Insecta","North America","Agriculture","Terrestrial",201405563.98,"Mexico","Damage","Arthropods"
"Mixed","Mixed","North America","Agriculture","Terrestrial",4937351.47,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",6824246.07,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",7109667.88,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",7637007.15,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",8420425.88,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",9103134.31,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",9209410.52,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",8628106.42,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",7933287.04,"Mexico","Management",NA
"Mixed","Mixed","North America","Agriculture","Terrestrial",5310968.91,"Mexico","Management",NA
"Chordata","Mammalia","South America","Agriculture","Mixed",98235.89,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Environment","Mixed",9907.64,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Public and Social Welfare","Mixed",103205.54,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Agriculture","Terrestrial",14849522.93,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Mixed","Terrestrial",1816312.52,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Environment","Terrestrial",17001204.17,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Environment","Terrestrial",1937391.85,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Environment","Terrestrial",3489671.47,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Environment","Terrestrial",8308743.01,"Chile","Damage","Vertebrates"
"Chordata","Mammalia","South America","Environment","Terrestrial",9729547.49,"Chile","Damage","Vertebrates"
"Arthropoda","Insecta","South America","Environment","Terrestrial",3268105.31,"Chile","Damage","Arthropods"
"Arthropoda","Insecta","South America","Environment","Terrestrial",4837033.16,"Chile","Damage","Arthropods"
"Arthropoda","Insecta","South America","Environment","Terrestrial",8877014.35,"Chile","Damage","Arthropods"
"Arthropoda","Insecta","South America","Environment","Terrestrial",4999742.77,"Chile","Damage","Arthropods"
"Arthropoda","Insecta","South America","Authorities-Stakeholders","Terrestrial",9547.12,"Chile","Management","Arthropods"
"Tracheophyta","Magnoliopsida","South America","Agriculture","Terrestrial",9154976.76,"Chile","Damage","Plants"
"Tracheophyta","Magnoliopsida","South America","Forestry","Terrestrial",1656298.12,"Chile","Damage","Plants"
"Tracheophyta","Magnoliopsida","South America","Agriculture","Terrestrial",2949.52,"Chile","Damage","Plants"
"Tracheophyta","Magnoliopsida","South America","Forestry","Terrestrial",341394.4,"Chile","Damage","Plants"
"Tracheophyta","Magnoliopsida","South America","Environment","Terrestrial",86636.97,"Chile","Management","Plants"
"Mixed","Mixed","South America","Mixed","Terrestrial",221343.31,"Chile","Management",NA
"Arthropoda","Insecta","South America","Mixed","Terrestrial",61335877.91,"Peru","Management","Arthropods"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",14506312.63,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",1259501.82,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",288621542.6,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",1735182.69,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",30013650.69,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",48034634.69,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",137897955.99,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",37656428.05,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",21645020.69,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",10785722.26,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",21143357.64,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",85105995.54,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",35176854.28,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",497544132.67,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",9412228.59,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",16798794.68,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",9187974.09,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",89238921.95,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",3545605.84,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",4454781.51,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",67986007.6,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",2230949.18,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",11805954.35,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",121617470.39,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",14611579.02,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",14171777.15,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",27778412.4,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",46499536.51,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",19999617.69,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",123807693.45,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",200111426.83,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",2748052.52,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",2282984,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",4842893.34,"Colombia","Damage","Plants"
"Tracheophyta","Polypodiopsida","South America","Agriculture","Terrestrial",15129274.16,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",7483142.22,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",516585.28,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",133318156.8,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",3664728.39,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",11493380.83,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",25812234.71,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",156598022.74,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",35852053.31,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",22497479.29,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",39151381.53,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",50958310.61,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",84984552.37,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",221562198.09,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",317176401.65,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",5350374.99,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",2282984,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",5885555.93,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Agriculture","Terrestrial",68318781.42,"Colombia","Damage","Plants"
"Tracheophyta","Liliopsida","South America","Authorities-Stakeholders","Aquatic",16329369.11,"Colombia","Damage","Plants"
"Mixed","Mixed","South America","Authorities-Stakeholders","Terrestrial",136.48,"Colombia","Management",NA
"Tracheophyta","Liliopsida","South America","Authorities-Stakeholders","Aquatic",5920.86,"Colombia","Management","Plants"
"Arthropoda","Insecta","South America","Agriculture","Terrestrial",1800535.76,"Argentina","Management","Arthropods"
"Arthropoda","Insecta","South America","Mixed","Terrestrial",1523530.26,"Argentina","Management","Arthropods"
"Arthropoda","Insecta","South America","Agriculture","Terrestrial",4309670.51,"Argentina","Management","Arthropods"
"Arthropoda","Insecta","South America","Agriculture","Terrestrial",33932711.65,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Forestry","Terrestrial",276320.48,"Argentina","Management","Arthropods"
"Arthropoda","Arachnida","Oceania","Agriculture","Terrestrial",545.36,"New Zealand","Damage","Arthropods"
"Mixed","Mixed","North America","Authorities-Stakeholders","Terrestrial",6777789204.18,"United States","Damage",NA
"Chordata","Mammalia","North America","Mixed","Terrestrial",23847776829.53,"United States","Damage","Vertebrates"
"Chordata","Amphibia","South America","Authorities-Stakeholders","Aquatic",2185.26,"Venezuela, Bolivarian Republic of","Management","Vertebrates"
"Arthropoda","Insecta","North America","Agriculture","Terrestrial",94135961.17,"United States","Management","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",1033320,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",4800178,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",3685500,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",212277,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",77260,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",56110,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",12400,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",6170,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",3530,"Argentina","Damage","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",541460,"Argentina","Management","Arthropods"
"Arthropoda","Insecta","South America","Health","Terrestrial",13204875,"Argentina","Management","Arthropods"
"Chordata","Aves","South America","Agriculture","Terrestrial",134008341.76,"Argentina","Damage","Vertebrates"
"Tracheophyta","Magnoliopsida","South America","Public and Social Welfare","Terrestrial",4015403752.13,"Argentina","Damage","Plants"
"Tracheophyta","Magnoliopsida","South America","Public and Social Welfare","Terrestrial",6847366.05,"Argentina","Damage","Plants"
"Tracheophyta","Magnoliopsida","South America","Public and Social Welfare","Terrestrial",12827893.96,"Argentina","Damage","Plants"
"Chordata","Mammalia","South America","Authorities-Stakeholders","Terrestrial",1143611284,"Argentina","Damage","Vertebrates"
"Chordata","Mammalia","South America","Authorities-Stakeholders","Terrestrial",1149917365,"Argentina","Damage","Vertebrates"
"Chordata","Mammalia","South America","Authorities-Stakeholders","Terrestrial",113065,"Argentina","Management","Vertebrates"
"Chordata","Mammalia","South America","Authorities-Stakeholders","Terrestrial",920,"Argentina","Management","Vertebrates"
"Mixed","Mixed","South America","Authorities-Stakeholders","Aquatic",19152520,"Argentina","Management",NA
"Ochrophyta","Phaeophyceae","South America","Authorities-Stakeholders","Aquatic",164000,"Argentina","Management","Plants"
"Ochrophyta","Phaeophyceae","South America","Fishery","Aquatic",4490,"Argentina","Management","Plants"
"Mollusca","Bivalvia","South America","Authorities-Stakeholders","Aquatic",343100,"Argentina","Management","Invertebrates"
"Mixed","Mixed","South America","Authorities-Stakeholders","Mixed",23613.2,"Uruguay","Management",NA
"Mixed","Mixed","South America","Authorities-Stakeholders","Mixed",26262.13,"Uruguay","Management",NA
