"Phylum","Environment","Sector","Type_of_cost","country","Cost"
"Chordata","Aquatic","Authorities-Stakeholders","Management","CG",105523.459718252
"Chordata","Aquatic","Authorities-Stakeholders","Management","CH",1900473.00793044
"Chordata","Aquatic","Authorities-Stakeholders","Management","CI",66140.3848021156
"Chordata","Aquatic","Authorities-Stakeholders","Management","CL",498726.095158
"Chordata","Aquatic","Authorities-Stakeholders","Management","CM",160474.791027411
"Chordata","Aquatic","Authorities-Stakeholders","Management","CN",1868752.50537655
"Chordata","Aquatic","Authorities-Stakeholders","Management","CO",239123.360221061
"Chordata","Aquatic","Authorities-Stakeholders","Management","CR",289687.355894633
"Chordata","Aquatic","Authorities-Stakeholders","Management","CU",814051.779924033
"Chordata","Aquatic","Authorities-Stakeholders","Management","CY",143918.367066774
"Chordata","Aquatic","Authorities-Stakeholders","Management","CZ",1329608.17875352
"Chordata","Aquatic","Authorities-Stakeholders","Management","DE",21395070.7737562
"Chordata","Aquatic","Authorities-Stakeholders","Management","DK",397767.55015234
"Chordata","Aquatic","Authorities-Stakeholders","Management","DM",300351.997934816
"Chordata","Aquatic","Authorities-Stakeholders","Management","DO",713669.943557067
"Chordata","Aquatic","Authorities-Stakeholders","Management","DZ",1844645.10434357
"Chordata","Aquatic","Authorities-Stakeholders","Management","EC",867530.480649466
"Chordata","Aquatic","Authorities-Stakeholders","Management","EE",633191.905690651
"Chordata","Aquatic","Authorities-Stakeholders","Management","EG",340046.301610294
"Chordata","Aquatic","Authorities-Stakeholders","Management","ES",141165.766249554
"Chordata","Aquatic","Authorities-Stakeholders","Management","ET",118541.965217577
"Chordata","Aquatic","Authorities-Stakeholders","Management","FI",1310235.20242179
"Chordata","Aquatic","Authorities-Stakeholders","Management","FR",176200.337615307
"Chordata","Aquatic","Authorities-Stakeholders","Management","GA",145496.620378685
"Chordata","Aquatic","Authorities-Stakeholders","Management","GB",1637672.26715244
"Chordata","Aquatic","Authorities-Stakeholders","Management","GE",325439.568832985
"Chordata","Aquatic","Authorities-Stakeholders","Management","GN",65587.7588120435
"Chordata","Aquatic","Authorities-Stakeholders","Management","GR",788599.405092701
"Chordata","Aquatic","Authorities-Stakeholders","Management","GT",992294.996275993
"Chordata","Aquatic","Authorities-Stakeholders","Management","HN",432414.444035704
"Chordata","Aquatic","Authorities-Stakeholders","Management","HR",407062.210300105
"Chordata","Aquatic","Authorities-Stakeholders","Management","HT",204110.997535508
"Chordata","Aquatic","Authorities-Stakeholders","Management","HU",1112503.06252357
"Chordata","Aquatic","Authorities-Stakeholders","Management","ID",538088.087389117
"Chordata","Aquatic","Authorities-Stakeholders","Management","IE",504616.363305063
"Chordata","Aquatic","Authorities-Stakeholders","Management","IN",474913.51129233
"Chordata","Aquatic","Authorities-Stakeholders","Management","IR",490145.325813605
"Chordata","Aquatic","Authorities-Stakeholders","Management","IS",653503.928529794
"Chordata","Aquatic","Authorities-Stakeholders","Management","IT",5052329.7221721
"Chordata","Aquatic","Authorities-Stakeholders","Management","JM",130859.625384159
"Chordata","Aquatic","Authorities-Stakeholders","Management","JP",124648.531623092
"Chordata","Aquatic","Authorities-Stakeholders","Management","KE",181442.877084621
"Chordata","Aquatic","Authorities-Stakeholders","Management","KG",150920.312691759
"Chordata","Aquatic","Authorities-Stakeholders","Management","KH",66921.3470352288
"Chordata","Aquatic","Authorities-Stakeholders","Management","KP",332139.888106769
"Chordata","Aquatic","Authorities-Stakeholders","Management","KR",4931135.59872399
"Chordata","Aquatic","Authorities-Stakeholders","Management","KZ",3606795.34106527
"Chordata","Aquatic","Authorities-Stakeholders","Management","LA",129503.42929446
"Chordata","Aquatic","Authorities-Stakeholders","Management","LI",446150.945455625
"Chordata","Aquatic","Authorities-Stakeholders","Management","LK",285508.720376544
"Chordata","Aquatic","Authorities-Stakeholders","Management","LS",50027.779088254
"Chordata","Aquatic","Authorities-Stakeholders","Management","LT",95549.2801356377
"Chordata","Aquatic","Authorities-Stakeholders","Management","LU",930952.219764437
"Chordata","Aquatic","Authorities-Stakeholders","Management","LV",231347.233372332
"Chordata","Aquatic","Authorities-Stakeholders","Management","MA",722283.693404798
"Chordata","Aquatic","Authorities-Stakeholders","Management","MC",293528.565650115
"Chordata","Aquatic","Authorities-Stakeholders","Management","MD",404086.24158246
"Chordata","Aquatic","Authorities-Stakeholders","Management","ME",473125.224125471
"Chordata","Aquatic","Authorities-Stakeholders","Management","MG",290830.884451428
"Chordata","Aquatic","Authorities-Stakeholders","Management","MK",231244.647479643
"Chordata","Aquatic","Authorities-Stakeholders","Management","ML",200208.272368728
"Chordata","Aquatic","Authorities-Stakeholders","Management","MM",256805.246520606
"Chordata","Aquatic","Authorities-Stakeholders","Management","MN",691347.401128303
"Chordata","Aquatic","Authorities-Stakeholders","Management","MU",548291.319188067
"Chordata","Aquatic","Authorities-Stakeholders","Management","MW",77042.4140081584
"Chordata","Aquatic","Authorities-Stakeholders","Management","MX",229590.471227671
"Chordata","Aquatic","Authorities-Stakeholders","Management","MY",710367.704114551
"Chordata","Aquatic","Authorities-Stakeholders","Management","MZ",182617.692398751
"Chordata","Aquatic","Authorities-Stakeholders","Management","NG",209378.531266104
"Chordata","Aquatic","Authorities-Stakeholders","Management","NI",98907.1686318932
"Chordata","Aquatic","Authorities-Stakeholders","Management","NL",29445495.7947148
"Chordata","Aquatic","Authorities-Stakeholders","Management","NO",1027735.15878522
"Chordata","Aquatic","Authorities-Stakeholders","Management","NP",247494.197137914
"Chordata","Aquatic","Authorities-Stakeholders","Management","NZ",28315925.6290925
"Chordata","Aquatic","Authorities-Stakeholders","Management","OM",186715.3668882
"Chordata","Aquatic","Authorities-Stakeholders","Management","PA",151020.162151009
"Chordata","Aquatic","Authorities-Stakeholders","Management","PE",760775.018235624
"Chordata","Aquatic","Authorities-Stakeholders","Management","PG",184309.022771287
"Chordata","Aquatic","Authorities-Stakeholders","Management","PH",1132236.48427311
"Chordata","Aquatic","Authorities-Stakeholders","Management","PK",242087.306684116
"Chordata","Aquatic","Authorities-Stakeholders","Management","PL",2561208.79169445
"Chordata","Aquatic","Authorities-Stakeholders","Management","PT",1711164.46762309
"Chordata","Aquatic","Authorities-Stakeholders","Management","PW",140489.133605148
"Chordata","Aquatic","Authorities-Stakeholders","Management","PY",329715.927896054
"Chordata","Aquatic","Authorities-Stakeholders","Management","RO",3713427.65239661
"Chordata","Aquatic","Authorities-Stakeholders","Management","RS",279334.20685803
"Chordata","Aquatic","Authorities-Stakeholders","Management","RU",14434710.7203966
"Chordata","Aquatic","Authorities-Stakeholders","Management","RW",107971.685114306
"Chordata","Aquatic","Authorities-Stakeholders","Management","SC",117131.080838094
"Chordata","Aquatic","Authorities-Stakeholders","Management","SE",35492292.7631156
"Chordata","Aquatic","Authorities-Stakeholders","Management","SI",551587.701447192
"Chordata","Aquatic","Authorities-Stakeholders","Management","SK",370949.19964249
"Chordata","Aquatic","Authorities-Stakeholders","Management","SN",28303.4606426065
"Chordata","Aquatic","Authorities-Stakeholders","Management","SV",238464.279991262
"Chordata","Aquatic","Authorities-Stakeholders","Management","SZ",114179.25988822
"Chordata","Aquatic","Authorities-Stakeholders","Management","TH",250918.047017682
"Chordata","Aquatic","Authorities-Stakeholders","Management","TN",220659.413659031
"Chordata","Aquatic","Authorities-Stakeholders","Management","TO",124028.357592046
"Chordata","Aquatic","Authorities-Stakeholders","Management","TR",315154.561837954
"Chordata","Aquatic","Authorities-Stakeholders","Management","TZ",60880.160431339
"Chordata","Aquatic","Authorities-Stakeholders","Management","UA",1303451.35057547
"Chordata","Aquatic","Authorities-Stakeholders","Management","UG",154989.567366602
"Chordata","Aquatic","Authorities-Stakeholders","Management","US",82966417.1942481
"Chordata","Aquatic","Authorities-Stakeholders","Management","UY",154784.299122769
"Chordata","Aquatic","Authorities-Stakeholders","Management","UZ",957455.604376633
"Chordata","Aquatic","Authorities-Stakeholders","Management","VC",178374.940090612
"Chordata","Aquatic","Authorities-Stakeholders","Management","VE",18952.8353286152
"Chordata","Aquatic","Authorities-Stakeholders","Management","YE",67381.5835006536
"Chordata","Aquatic","Authorities-Stakeholders","Management","ZA",5529428.71541682
"Chordata","Aquatic","Authorities-Stakeholders","Management","ZM",141171.913178497
"Chordata","Aquatic","Authorities-Stakeholders","Management","ZW",441114.491050049
"Chordata","Aquatic","Environment","Damage","AG",404371.040083684
"Chordata","Aquatic","Environment","Damage","BB",339903.980364335
"Chordata","Aquatic","Environment","Damage","BD",3245578.60925644
"Chordata","Aquatic","Environment","Damage","BE",397354.20550885
"Chordata","Aquatic","Environment","Damage","BR",113997766.983491
"Chordata","Aquatic","Environment","Damage","BS",388626.500125909
"Chordata","Aquatic","Environment","Damage","BZ",412303.567352885
"Chordata","Aquatic","Environment","Damage","CA",223882995.871338
"Chordata","Aquatic","Environment","Damage","CD",33281302.3990677
"Chordata","Aquatic","Environment","Damage","CO",40070004.0845678
"Chordata","Aquatic","Environment","Damage","CU",8108752.7440292
"Chordata","Aquatic","Environment","Damage","CV",449057.457730398
"Chordata","Aquatic","Environment","Damage","DM",525169.370462366
"Chordata","Aquatic","Environment","Damage","DO",1124787.34975408
"Chordata","Aquatic","Environment","Damage","FM",394683.162574793
"Chordata","Aquatic","Environment","Damage","GB",5809907.56247989
"Chordata","Aquatic","Environment","Damage","GD",353907.180204519
"Chordata","Aquatic","Environment","Damage","GT",7541433.78836595
"Chordata","Aquatic","Environment","Damage","GY",2524190.83227921
"Chordata","Aquatic","Environment","Damage","HN",6237316.19889004
"Chordata","Aquatic","Environment","Damage","HT",1221587.97692295
"Chordata","Aquatic","Environment","Damage","ID",76225489.0209762
"Chordata","Aquatic","Environment","Damage","IN",512222762.545187
"Chordata","Aquatic","Environment","Damage","JM",1278478.75408292
"Chordata","Aquatic","Environment","Damage","KN",417405.656666528
"Chordata","Aquatic","Environment","Damage","MU",473248.257674752
"Chordata","Aquatic","Environment","Damage","MV",451006.202707571
"Chordata","Aquatic","Environment","Damage","MX",36524754.3268123
"Chordata","Aquatic","Environment","Damage","MY",20161627.0473112
"Chordata","Aquatic","Environment","Damage","NI",5091537.82303731
"Chordata","Aquatic","Environment","Damage","NO",5280900.03963034
"Chordata","Aquatic","Environment","Damage","PA",4214572.50148368
"Chordata","Aquatic","Environment","Damage","PE",15067252.330507
"Chordata","Aquatic","Environment","Damage","PG",6350031.6179122
"Chordata","Aquatic","Environment","Damage","PH",22780751.0132295
"Chordata","Aquatic","Environment","Damage","SB",636582.110222466
"Chordata","Aquatic","Environment","Damage","SC",342665.666650632
"Chordata","Aquatic","Environment","Damage","SG",3321180.5786905
"Chordata","Aquatic","Environment","Damage","SR",1595708.49982954
"Chordata","Aquatic","Environment","Damage","SV",1711750.3123136
"Chordata","Aquatic","Environment","Damage","TH",10291607.0979209
"Chordata","Aquatic","Environment","Damage","TL",395559.244550331
"Chordata","Aquatic","Environment","Damage","TT",518868.585467011
"Chordata","Aquatic","Environment","Damage","US",71573662.4549064
"Chordata","Aquatic","Environment","Damage","VC",473559.445268319
"Chordata","Aquatic","Environment","Damage","VE",19290016.2926871
"Chordata","Aquatic","Environment","Damage","VN",3363782.45136937
"Chordata","Aquatic","Fishery","Damage","AD",784086.230290803
"Chordata","Aquatic","Fishery","Damage","AF",8058167.96411004
"Chordata","Aquatic","Fishery","Damage","AM",1035156.93036276
"Chordata","Aquatic","Fishery","Damage","AR",12078686.1044813
"Chordata","Aquatic","Fishery","Damage","AT",2860715.7916592
"Chordata","Aquatic","Fishery","Damage","AU",8689915.18005079
"Chordata","Aquatic","Fishery","Damage","AZ",3195072.42517355
"Chordata","Aquatic","Fishery","Damage","BE",777629.951953461
"Chordata","Aquatic","Fishery","Damage","BG",7845428.55408462
"Chordata","Aquatic","Fishery","Damage","BR",119593168.220987
"Chordata","Aquatic","Fishery","Damage","BT",472187.200289719
"Chordata","Aquatic","Fishery","Damage","BY",956447.221696789
"Chordata","Aquatic","Fishery","Damage","CA",244970977.772762
"Chordata","Aquatic","Fishery","Damage","CH",1058061.62046668
"Chordata","Aquatic","Fishery","Damage","CL",298222.451008864
"Chordata","Aquatic","Fishery","Damage","CN",91371579.795861
"Chordata","Aquatic","Fishery","Damage","CO",35809395.8152866
"Chordata","Aquatic","Fishery","Damage","CY",488338.184992884
"Chordata","Aquatic","Fishery","Damage","CZ",1287777.10732902
"Chordata","Aquatic","Fishery","Damage","DE",13076555.4397497
"Chordata","Aquatic","Fishery","Damage","DK",903148.618293741
"Chordata","Aquatic","Fishery","Damage","DO",983826.330542221
"Chordata","Aquatic","Fishery","Damage","DZ",15889943.9593965
"Chordata","Aquatic","Fishery","Damage","EE",1741064.78807606
"Chordata","Aquatic","Fishery","Damage","EG",10700922.3116148
"Chordata","Aquatic","Fishery","Damage","ES",1222457.85326924
"Chordata","Aquatic","Fishery","Damage","FI",3774480.35892919
"Chordata","Aquatic","Fishery","Damage","FR",2206971.11003588
"Chordata","Aquatic","Fishery","Damage","GB",10807662.5296266
"Chordata","Aquatic","Fishery","Damage","GE",1607659.44534138
"Chordata","Aquatic","Fishery","Damage","GR",2331343.17290687
"Chordata","Aquatic","Fishery","Damage","HR",3935144.07625353
"Chordata","Aquatic","Fishery","Damage","HU",9002320.27340358
"Chordata","Aquatic","Fishery","Damage","ID",74739304.6680593
"Chordata","Aquatic","Fishery","Damage","IE",3009252.03471141
"Chordata","Aquatic","Fishery","Damage","IL",909908.14328405
"Chordata","Aquatic","Fishery","Damage","IN",947176084.278309
"Chordata","Aquatic","Fishery","Damage","IQ",2870354.01701624
"Chordata","Aquatic","Fishery","Damage","IR",25928036.4281799
"Chordata","Aquatic","Fishery","Damage","IS",2917104.76454734
"Chordata","Aquatic","Fishery","Damage","IT",4708504.1367412
"Chordata","Aquatic","Fishery","Damage","JO",3067560.62756036
"Chordata","Aquatic","Fishery","Damage","JP",209340.498464743
"Chordata","Aquatic","Fishery","Damage","KG",3745218.71715211
"Chordata","Aquatic","Fishery","Damage","KR",1651118.94475549
"Chordata","Aquatic","Fishery","Damage","KW",1469589.99440982
"Chordata","Aquatic","Fishery","Damage","KZ",24240837.2951932
"Chordata","Aquatic","Fishery","Damage","LB",1042549.9676649
"Chordata","Aquatic","Fishery","Damage","LI",872600.057048265
"Chordata","Aquatic","Fishery","Damage","LT",1353307.29127083
"Chordata","Aquatic","Fishery","Damage","LU",1078229.57710302
"Chordata","Aquatic","Fishery","Damage","LV",1062620.48996725
"Chordata","Aquatic","Fishery","Damage","LY",6830879.92275195
"Chordata","Aquatic","Fishery","Damage","MA",28810325.7598504
"Chordata","Aquatic","Fishery","Damage","MD",5867065.60989795
"Chordata","Aquatic","Fishery","Damage","ME",397900.664553268
"Chordata","Aquatic","Fishery","Damage","MK",604661.543144643
"Chordata","Aquatic","Fishery","Damage","MN",11259693.9908716
"Chordata","Aquatic","Fishery","Damage","MX",34891348.7312498
"Chordata","Aquatic","Fishery","Damage","NL",53758.4338004852
"Chordata","Aquatic","Fishery","Damage","NO",8959376.57365284
"Chordata","Aquatic","Fishery","Damage","NP",4366344.60968516
"Chordata","Aquatic","Fishery","Damage","NZ",1937746.72285179
"Chordata","Aquatic","Fishery","Damage","OM",1568506.31503243
"Chordata","Aquatic","Fishery","Damage","PK",51272425.1497771
"Chordata","Aquatic","Fishery","Damage","PL",7646782.56041768
"Chordata","Aquatic","Fishery","Damage","PT",1500164.23141284
"Chordata","Aquatic","Fishery","Damage","RO",16014456.7724815
"Chordata","Aquatic","Fishery","Damage","RS",9437032.41986497
"Chordata","Aquatic","Fishery","Damage","RU",15022001.036962
"Chordata","Aquatic","Fishery","Damage","SA",8933329.55506041
"Chordata","Aquatic","Fishery","Damage","SD",18233147.1665207
"Chordata","Aquatic","Fishery","Damage","SE",5857544.39648521
"Chordata","Aquatic","Fishery","Damage","SI",640666.128656965
"Chordata","Aquatic","Fishery","Damage","SK",3156697.03945586
"Chordata","Aquatic","Fishery","Damage","SY",3241878.90229448
"Chordata","Aquatic","Fishery","Damage","TJ",2908747.84145625
"Chordata","Aquatic","Fishery","Damage","TM",2079743.79873412
"Chordata","Aquatic","Fishery","Damage","TN",3482842.60205247
"Chordata","Aquatic","Fishery","Damage","TR",3062326.56866966
"Chordata","Aquatic","Fishery","Damage","UA",40908478.7462083
"Chordata","Aquatic","Fishery","Damage","US",140923298.403864
"Chordata","Aquatic","Fishery","Damage","UY",1213983.79991788
"Chordata","Aquatic","Fishery","Damage","UZ",10222613.7557867
"Chordata","Aquatic","Fishery","Damage","ZA",36466548.0472172
"Chordata","Aquatic","Fishery","Management","BE",844895.734248005
"Chordata","Aquatic","Fishery","Management","CA",61700604.9464949
"Chordata","Aquatic","Fishery","Management","DE",1022438.48682439
"Chordata","Aquatic","Fishery","Management","DK",233347.730394307
"Chordata","Aquatic","Fishery","Management","ES",78654.4719206368
"Chordata","Aquatic","Fishery","Management","FR",109010.972283797
"Chordata","Aquatic","Fishery","Management","HR",246087.263926584
"Chordata","Aquatic","Fishery","Management","JP",60543.5276917542
"Chordata","Aquatic","Fishery","Management","LS",71579.9691341436
"Chordata","Aquatic","Fishery","Management","MX",32393.1685215876
"Chordata","Aquatic","Fishery","Management","MZ",173068.059391328
"Chordata","Aquatic","Fishery","Management","PL",936676.790737217
"Chordata","Aquatic","Fishery","Management","SE",2181360.43204524
"Chordata","Aquatic","Fishery","Management","US",77433782.80226
"Chordata","Aquatic","Fishery","Management","ZA",2416965.27891298
"Chordata","Aquatic","Fishery","Management","ZW",144631.868183702
"Chordata","Aquatic","Public and Social Welfare","Management","AG",251806.816654643
"Chordata","Aquatic","Public and Social Welfare","Management","BB",270997.806125659
"Chordata","Aquatic","Public and Social Welfare","Management","BD",496904.719983577
"Chordata","Aquatic","Public and Social Welfare","Management","BE",800983.71067251
"Chordata","Aquatic","Public and Social Welfare","Management","BR",141935784.752775
"Chordata","Aquatic","Public and Social Welfare","Management","BS",167313.092427844
"Chordata","Aquatic","Public and Social Welfare","Management","BZ",176565.169029934
"Chordata","Aquatic","Public and Social Welfare","Management","CA",164799843.534004
"Chordata","Aquatic","Public and Social Welfare","Management","CD",309031.626260263
"Chordata","Aquatic","Public and Social Welfare","Management","CO",1475028.38777803
"Chordata","Aquatic","Public and Social Welfare","Management","CU",1840068.97593316
"Chordata","Aquatic","Public and Social Welfare","Management","CV",177591.715926303
"Chordata","Aquatic","Public and Social Welfare","Management","DM",266086.452098228
"Chordata","Aquatic","Public and Social Welfare","Management","DO",587220.234221581
"Chordata","Aquatic","Public and Social Welfare","Management","FM",179394.650053633
"Chordata","Aquatic","Public and Social Welfare","Management","GB",550375.111690479
"Chordata","Aquatic","Public and Social Welfare","Management","GD",273609.298539248
"Chordata","Aquatic","Public and Social Welfare","Management","GT",976175.440301983
"Chordata","Aquatic","Public and Social Welfare","Management","GY",329617.96078949
"Chordata","Aquatic","Public and Social Welfare","Management","HN",676419.187398331
"Chordata","Aquatic","Public and Social Welfare","Management","HT",130848.964648083
"Chordata","Aquatic","Public and Social Welfare","Management","ID",978298.679883067
"Chordata","Aquatic","Public and Social Welfare","Management","IN",1081961.58813537
"Chordata","Aquatic","Public and Social Welfare","Management","JM",260224.425737389
"Chordata","Aquatic","Public and Social Welfare","Management","KN",231545.785669336
"Chordata","Aquatic","Public and Social Welfare","Management","MU",348481.568756538
"Chordata","Aquatic","Public and Social Welfare","Management","MV",337089.711950843
"Chordata","Aquatic","Public and Social Welfare","Management","MX",41110.98135427
"Chordata","Aquatic","Public and Social Welfare","Management","MY",4667817.42557591
"Chordata","Aquatic","Public and Social Welfare","Management","NI",304688.678386346
"Chordata","Aquatic","Public and Social Welfare","Management","NO",651847.907916124
"Chordata","Aquatic","Public and Social Welfare","Management","PA",450132.555847083
"Chordata","Aquatic","Public and Social Welfare","Management","PE",1473686.28557763
"Chordata","Aquatic","Public and Social Welfare","Management","PG",155716.633681036
"Chordata","Aquatic","Public and Social Welfare","Management","PH",1632385.67657725
"Chordata","Aquatic","Public and Social Welfare","Management","SB",65904.5895938024
"Chordata","Aquatic","Public and Social Welfare","Management","SC",178595.56859361
"Chordata","Aquatic","Public and Social Welfare","Management","SG",632717.47807021
"Chordata","Aquatic","Public and Social Welfare","Management","SR",220476.486203398
"Chordata","Aquatic","Public and Social Welfare","Management","SV",511302.445927971
"Chordata","Aquatic","Public and Social Welfare","Management","TH",1597587.69920154
"Chordata","Aquatic","Public and Social Welfare","Management","TL",111528.61795017
"Chordata","Aquatic","Public and Social Welfare","Management","TT",241350.945832659
"Chordata","Aquatic","Public and Social Welfare","Management","US",380088217.597937
"Chordata","Aquatic","Public and Social Welfare","Management","VC",266556.088576074
"Chordata","Aquatic","Public and Social Welfare","Management","VE",169413.938125882
"Chordata","Aquatic","Public and Social Welfare","Management","VN",1035438.53611219
"Chordata","Mixed","Agriculture","Damage","AD",868301.506044826
"Chordata","Mixed","Agriculture","Damage","AE",4492240.29485533
"Chordata","Mixed","Agriculture","Damage","AF",22156237.6492708
"Chordata","Mixed","Agriculture","Damage","AL",691645.087027097
"Chordata","Mixed","Agriculture","Damage","AM",1139593.20790503
"Chordata","Mixed","Agriculture","Damage","AR",53630281.8029456
"Chordata","Mixed","Agriculture","Damage","AT",6184817.65161303
"Chordata","Mixed","Agriculture","Damage","AU",12966259.8875987
"Chordata","Mixed","Agriculture","Damage","AZ",4348280.79032862
"Chordata","Mixed","Agriculture","Damage","BA",3818472.41871014
"Chordata","Mixed","Agriculture","Damage","BE",825755.170154997
"Chordata","Mixed","Agriculture","Damage","BG",20641079.2882047
"Chordata","Mixed","Agriculture","Damage","BO",57752320.5705705
"Chordata","Mixed","Agriculture","Damage","BR",1610911223.45201
"Chordata","Mixed","Agriculture","Damage","BS",387495.737575268
"Chordata","Mixed","Agriculture","Damage","BY",1151111.5483348
"Chordata","Mixed","Agriculture","Damage","BZ",420512.185728976
"Chordata","Mixed","Agriculture","Damage","CA",1064384472.33009
"Chordata","Mixed","Agriculture","Damage","CH",2234961.8274465
"Chordata","Mixed","Agriculture","Damage","CL",95001.6991466162
"Chordata","Mixed","Agriculture","Damage","CN",799878441.06742
"Chordata","Mixed","Agriculture","Damage","CO",82808307.726811
"Chordata","Mixed","Agriculture","Damage","CY",490354.00033454
"Chordata","Mixed","Agriculture","Damage","CZ",2900459.82108894
"Chordata","Mixed","Agriculture","Damage","DE",14306366.4448954
"Chordata","Mixed","Agriculture","Damage","DJ",787895.1835795
"Chordata","Mixed","Agriculture","Damage","DK",997274.442971881
"Chordata","Mixed","Agriculture","Damage","DZ",69127145.2571763
"Chordata","Mixed","Agriculture","Damage","EC",10326966.8114904
"Chordata","Mixed","Agriculture","Damage","EE",1103181.18298394
"Chordata","Mixed","Agriculture","Damage","EG",21750861.9325087
"Chordata","Mixed","Agriculture","Damage","ES",1039103.53070663
"Chordata","Mixed","Agriculture","Damage","FI",6191363.59947978
"Chordata","Mixed","Agriculture","Damage","FR",2334452.93103381
"Chordata","Mixed","Agriculture","Damage","GB",9882664.87599036
"Chordata","Mixed","Agriculture","Damage","GE",2002174.63309015
"Chordata","Mixed","Agriculture","Damage","GQ",821802.910976747
"Chordata","Mixed","Agriculture","Damage","GR",6148774.19310166
"Chordata","Mixed","Agriculture","Damage","GT",9392508.20847334
"Chordata","Mixed","Agriculture","Damage","HR",10086381.8872162
"Chordata","Mixed","Agriculture","Damage","HU",22628593.7995779
"Chordata","Mixed","Agriculture","Damage","ID",405041262.917764
"Chordata","Mixed","Agriculture","Damage","IE",3655707.54151931
"Chordata","Mixed","Agriculture","Damage","IL",974414.381118138
"Chordata","Mixed","Agriculture","Damage","IN",3037388158.71512
"Chordata","Mixed","Agriculture","Damage","IQ",3267130.52883504
"Chordata","Mixed","Agriculture","Damage","IR",64529461.3605478
"Chordata","Mixed","Agriculture","Damage","IS",1744699.96244371
"Chordata","Mixed","Agriculture","Damage","IT",5273411.61855262
"Chordata","Mixed","Agriculture","Damage","JP",196553.666307811
"Chordata","Mixed","Agriculture","Damage","KR",1697129.84093651
"Chordata","Mixed","Agriculture","Damage","LB",1151144.57751914
"Chordata","Mixed","Agriculture","Damage","LT",1696084.13266783
"Chordata","Mixed","Agriculture","Damage","LU",1169367.59918472
"Chordata","Mixed","Agriculture","Damage","LV",1319888.96185981
"Chordata","Mixed","Agriculture","Damage","LY",23556332.6562331
"Chordata","Mixed","Agriculture","Damage","MA",19736015.7586743
"Chordata","Mixed","Agriculture","Damage","ME",438944.174867441
"Chordata","Mixed","Agriculture","Damage","MK",629555.379278865
"Chordata","Mixed","Agriculture","Damage","MT",807537.230830126
"Chordata","Mixed","Agriculture","Damage","MX",163224214.711658
"Chordata","Mixed","Agriculture","Damage","NG",886429463.37024
"Chordata","Mixed","Agriculture","Damage","NL",62100.8032358895
"Chordata","Mixed","Agriculture","Damage","NO",7188308.25551244
"Chordata","Mixed","Agriculture","Damage","NZ",8254916.45502085
"Chordata","Mixed","Agriculture","Damage","OM",2024206.66750015
"Chordata","Mixed","Agriculture","Damage","PE",29417380.5934227
"Chordata","Mixed","Agriculture","Damage","PL",10019795.7742135
"Chordata","Mixed","Agriculture","Damage","PT",1696276.50696591
"Chordata","Mixed","Agriculture","Damage","RO",38293328.5425248
"Chordata","Mixed","Agriculture","Damage","RS",26143171.6007838
"Chordata","Mixed","Agriculture","Damage","RU",76832252.3750792
"Chordata","Mixed","Agriculture","Damage","SB",652601.373047024
"Chordata","Mixed","Agriculture","Damage","SE",8861899.47318547
"Chordata","Mixed","Agriculture","Damage","SI",1368620.76197555
"Chordata","Mixed","Agriculture","Damage","SK",7192289.58871076
"Chordata","Mixed","Agriculture","Damage","SY",4318146.56322867
"Chordata","Mixed","Agriculture","Damage","TM",2323729.76723224
"Chordata","Mixed","Agriculture","Damage","TN",5010173.05532363
"Chordata","Mixed","Agriculture","Damage","TR",8807182.25545121
"Chordata","Mixed","Agriculture","Damage","TT",522326.267758243
"Chordata","Mixed","Agriculture","Damage","UA",59005220.9570885
"Chordata","Mixed","Agriculture","Damage","US",389248343.96137
"Chordata","Mixed","Agriculture","Damage","UY",1545364.0635755
"Chordata","Mixed","Agriculture","Damage","VE",32147085.3675706
"Chordata","Mixed","Agriculture","Damage","ZA",87361770.2357217
"Chordata","Mixed","Authorities-Stakeholders","Management","AR",121835.765184729
"Chordata","Mixed","Authorities-Stakeholders","Management","BE",637398.061093201
"Chordata","Mixed","Authorities-Stakeholders","Management","BO",307904.403303747
"Chordata","Mixed","Authorities-Stakeholders","Management","BR",11447354.2210392
"Chordata","Mixed","Authorities-Stakeholders","Management","BS",95385.5392728459
"Chordata","Mixed","Authorities-Stakeholders","Management","CA",71397251.845956
"Chordata","Mixed","Authorities-Stakeholders","Management","CN",316554.066035131
"Chordata","Mixed","Authorities-Stakeholders","Management","CO",122389.605509987
"Chordata","Mixed","Authorities-Stakeholders","Management","CR",102788.993991413
"Chordata","Mixed","Authorities-Stakeholders","Management","CU",740572.570707304
"Chordata","Mixed","Authorities-Stakeholders","Management","DE",2435461.66383649
"Chordata","Mixed","Authorities-Stakeholders","Management","DO",310073.65805194
"Chordata","Mixed","Authorities-Stakeholders","Management","EC",301131.620012554
"Chordata","Mixed","Authorities-Stakeholders","Management","ES",17595.1719631103
"Chordata","Mixed","Authorities-Stakeholders","Management","FR",14378.1463925938
"Chordata","Mixed","Authorities-Stakeholders","Management","GB",185391.53115806
"Chordata","Mixed","Authorities-Stakeholders","Management","GR",149456.13019768
"Chordata","Mixed","Authorities-Stakeholders","Management","HT",97502.2175970673
"Chordata","Mixed","Authorities-Stakeholders","Management","ID",176344.307863019
"Chordata","Mixed","Authorities-Stakeholders","Management","IN",119993.958728067
"Chordata","Mixed","Authorities-Stakeholders","Management","IT",636995.61856449
